2000
-4.0	0	0	0	0	
-3.996	0	0	0	0	
-3.992	0	0	0	0	
-3.988	0	0	0	0	
-3.984	0	0	0	0	
-3.98	0	0	0	0	
-3.976	0	0	0	0	
-3.972	0	0	0	0	
-3.968	0	0	0	0	
-3.964	0	0	0	0	
-3.96	0	0	0	0	
-3.956	0	0	0	0	
-3.952	0	0	0	0	
-3.948	0	0	0	0	
-3.944	0	0	0	0	
-3.94	0	0	0	0	
-3.936	0	0	0	0	
-3.932	0	0	0	0	
-3.928	0	0	0	0	
-3.924	0	0	0	0	
-3.92	0	0	0	0	
-3.916	0	0	0	0	
-3.912	0	0	0	0	
-3.908	0	0	0	0	
-3.904	0	0	0	0	
-3.9	0	0	0	0	
-3.896	0	0	0	0	
-3.892	0	0	0	0	
-3.888	0	0	0	0	
-3.884	0	0	0	0	
-3.88	0	0	0	0	
-3.876	0	0	0	0	
-3.872	0	0	0	0	
-3.868	0	0	0	0	
-3.864	0	0	0	0	
-3.86	0	0	0	0	
-3.856	0	0	0	0	
-3.852	0	0	0	0	
-3.848	0	0	0	0	
-3.844	0	0	0	0	
-3.84	0	0	0	0	
-3.836	0	0	0	0	
-3.832	0	0	0	0	
-3.828	0	0	0	0	
-3.824	0	0	0	0	
-3.82	0	0	0	0	
-3.816	0	0	0	0	
-3.812	0	0	0	0	
-3.808	0	0	0	0	
-3.804	0	0	0	0	
-3.8	0	0	0	0	
-3.796	0	0	0	0	
-3.792	0	0	0	0	
-3.788	0	0	0	0	
-3.784	0	0	0	0	
-3.78	0	0	0	0	
-3.776	0	0	0	0	
-3.772	0	0	0	0	
-3.768	0	0	0	0	
-3.764	0	0	0	0	
-3.76	0	0	0	0	
-3.756	0	0	0	0	
-3.752	0	0	0	0	
-3.748	0	0	0	0	
-3.744	0	0	0	0	
-3.74	0	0	0	0	
-3.736	0	0	0	0	
-3.732	0	0	0	0	
-3.728	0	0	0	0	
-3.724	0	0	0	0	
-3.72	0	0	0	0	
-3.716	0	0	0	0	
-3.712	0	0	0	0	
-3.708	0	0	0	0	
-3.704	0	0	0	0	
-3.7	0	0	0	0	
-3.696	0	0	0	0	
-3.692	0	0	0	0	
-3.688	0	0	0	0	
-3.684	0	0	0	0	
-3.68	0	0	0	0	
-3.676	0	0	0	0	
-3.672	0	0	0	0	
-3.668	0	0	0	0	
-3.664	0	0	0	0	
-3.66	0	0	0	0	
-3.656	0	0	0	0	
-3.652	0	0	0	0	
-3.648	0	0	0	0	
-3.644	0	0	0	0	
-3.64	0	0	0	0	
-3.636	0	0	0	0	
-3.632	0	0	0	0	
-3.628	0	0	0	0	
-3.624	0	0	0	0	
-3.62	0	0	0	0	
-3.616	0	0	0	0	
-3.612	0	0	0	0	
-3.608	0	0	0	0	
-3.604	0	0	0	0	
-3.6	0	0	0	0	
-3.596	0	0	0	0	
-3.592	0	0	0	0	
-3.588	0	0	0	0	
-3.584	0	0	0	0	
-3.58	0	0	0	0	
-3.576	0	0	0	0	
-3.572	0	0	0	0	
-3.568	0	0	0	0	
-3.564	0	0	0	0	
-3.56	0	0	0	0	
-3.556	0	0	0	0	
-3.552	0	0	0	0	
-3.548	0	0	0	0	
-3.544	0	0	0	0	
-3.54	0	0	0	0	
-3.536	0	0	0	0	
-3.532	0	0	0	0	
-3.528	0	0	0	0	
-3.524	0	0	0	0	
-3.52	0	0	0	0	
-3.516	0	0	0	0	
-3.512	0	0	0	0	
-3.508	0	0	0	0	
-3.504	0	0	0	0	
-3.5	0	0	0	0	
-3.496	0	0	0	0	
-3.492	0	0	0	0	
-3.488	0	0	0	0	
-3.484	0	0	0	0	
-3.48	0	0	0	0	
-3.476	0	0	0	0	
-3.472	0	0	0	0	
-3.468	0	0	0	0	
-3.464	0	0	0	0	
-3.46	0	0	0	0	
